"fecha_comprob","comprobante","puntoventa","numero_comprob","cliente","clientenombre","cuit","ctadeudorescodigo","ctadeudores","ctaventascodigo","ctaventas","total_comprob","imputacion_numero","comprob2","comprob2_nro","fecha_comprob2"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003372",CL000030,MEDICUS SA DE ASISTENCIA MEDICA Y CIENTIFICA,"30-54677131-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,6021.9000000000,"2017-00000892",Recibo de Cobranza,"202000000425","14/04/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003373",CL000178,SWISS MEDICAL,"30-65485516-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,68976.6600000000,"2017-00000913",Recibo de Cobranza,"202000000488","01/06/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003374",CL000053,OBRA SOCIAL DE DOCENTES PARTICULARES,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,10044.5800000000,"2017-00001014",Recibo de Cobranza,"202000000505","08/07/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003375",CL000380,SUPERINTENDENCIA DE BIENESTAR POLICIA FEDERAL ARGENTINA,"30-54666267-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,27398.8500000000,"2022-00000106",Recibo de Cobranza,"2022-00000040","08/02/2022"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003376",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,17148.1000000000,"2022-00000592",Recibo de Cobranza,"2022-00000362","22/06/2022"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003376",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,17148.1000000000,"2022-00000627",Recibo de Cobranza,"2022-00000395","22/07/2022"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003377",CL000212,GALENO ARGENTINA SA,"30-52242816-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,17718.0500000000,"2017-00000893",Recibo de Cobranza,"202000000428","05/05/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003378",CL000096,OBRA SOCIAL DEL PERSONAL AERONAUTICO,"30-61811021-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,6337.9900000000,"2017-00000909",Recibo de Cobranza,"202000000426","03/05/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003379",CL000138,OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL CLUB ARGENTINO,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,2842.7900000000,"2017-00001284",Nota de Crédito de Venta,"0000100000607","13/07/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003379",CL000138,OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL CLUB ARGENTINO,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,2842.7900000000,"2017-00001285",Recibo de Cobranza,"202000000681","02/08/2021"
"17/04/2020",Factura de Venta,"00001 - Factura Electronica","00002902",CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,654452.9300000000,"2017-00000906",Recibo de Cobranza,"202000000441","19/05/2021"
"17/05/2021",Factura de Venta,"00001 - Factura Electronica","00003444",CL000236,SOLO PATAGONIA S.A.,"30-71083870-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,23671.3200000000,"2017-00001015",Recibo de Cobranza,"202000000506","28/05/2021"
"17/05/2021",Factura de Venta Mostrador,"00004 - Tesoreria","00004026",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000953",Recibo de Cobranza Mostrador,"2020-00000520","17/05/2021"
"17/06/2020",Factura de Venta,"00001 - Factura Electronica","00000038",CL000284,CHINA GEZHOUBA GROUP COMPANY LIMITED ELECTROINGENIERIA S.A.,"30-71432572-4","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,146250.0000000000,"2022-00000140",Recibo de Cobranza,"2022-00000058","14/08/2020"
"17/06/2020",Factura de Venta,"00001 - Factura Electronica","00002968",CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,439564.3100000000,"2023-00001333",Recibo de Cobranza,"2022-00000055","10/02/2022"
"17/06/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003952",CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,,,,//
"17/07/2020",Factura de Venta,"00001 - Factura Electronica","00000040",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,316793.0900000000,"2017-00000758",Recibo de Cobranza,"202000000323","17/07/2020"
"17/07/2020",Factura de Venta,"00001 - Factura Electronica","00000041",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,274201.6100000000,"2017-00000757",Recibo de Cobranza,"202000000322","30/06/2020"
"17/07/2020",Factura de Venta,"00001 - Factura Electronica","00000042",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,584633.3500000000,"2022-00000039",Recibo de Cobranza,"202000000219","30/04/2020"
"17/07/2020",Factura de Venta,"00001 - Factura Electronica","00000043",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,193953.7600000000,"2022-00000039",Recibo de Cobranza,"202000000219","30/04/2020"
"17/07/2020",Factura de Venta,"00001 - Factura Electronica","00000044",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,258162.1100000000,"2022-00000039",Recibo de Cobranza,"202000000219","30/04/2020"
"17/07/2020",Factura de Venta,"00001 - Factura Electronica","00003012",CL000284,CHINA GEZHOUBA GROUP COMPANY LIMITED ELECTROINGENIERIA S.A.,"30-71432572-4","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,3250.0000000000,"2022-00000140",Recibo de Cobranza,"2022-00000058","14/08/2020"
"17/07/2020",Factura de Venta,"00001 - Factura Electronica","00003013",CL000284,CHINA GEZHOUBA GROUP COMPANY LIMITED ELECTROINGENIERIA S.A.,"30-71432572-4","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,9750.0000000000,"2022-00000140",Recibo de Cobranza,"2022-00000058","14/08/2020"
"17/07/2020",Factura de Venta,"00001 - Factura Electronica","00003014",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,64810.3600000000,"2017-00000757",Recibo de Cobranza,"202000000322","30/06/2020"
"17/07/2020",Factura de Venta,"00001 - Factura Electronica","00003015",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,19941.1000000000,"2022-00000040",Recibo de Cobranza,"202000000249","29/05/2020"
"17/07/2020",Factura de Venta,"00001 - Factura Electronica","00003016",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,28905.1700000000,"2022-00000039",Recibo de Cobranza,"202000000219","30/04/2020"
"17/07/2020",Factura de Venta,"00001 - Factura Electronica","00003017",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,44176.4600000000,"2022-00000039",Recibo de Cobranza,"202000000219","30/04/2020"
"17/08/2021",Factura de Venta,"00001 - Factura Electronica","00000093",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,800876.3200000000,"2017-00001076",Recibo de Cobranza,"202000000566","30/07/2021"
"17/08/2021",Factura de Venta Mostrador,"00004 - Tesoreria","00004054",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00001103",Recibo de Cobranza Mostrador,"2020-00000550","17/08/2021"
"17/09/2020",Factura de Venta,"00001 - Factura Electronica","00000047",CL000207,OSDE ORGANIZACIÓN DE SERVICIOS DIRECTOS EMPRESARIOS,"30-54674125-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,379436.7400000000,"2017-00000836",Nota de Crédito de Venta,C0000100000010,"17/09/2020"
"17/09/2021",Factura de Venta Mostrador,"00004 - Tesoreria","00004063",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00001111",Recibo de Cobranza Mostrador,"2020-00000558","17/09/2021"
"17/11/2021",Factura de Venta,"00001 - Factura Electronica","00003808",CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,217852.4400000000,"2023-00001245",Recibo de Cobranza,"2023-00000593","30/03/2023"
"17/12/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003988",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,4548.2500000000,"2017-00000715",Recibo de Cobranza Mostrador,"2020-00000467","17/12/2020"
"17/12/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003989",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,300.0000000000,"2017-00000714",Recibo de Cobranza Mostrador,"2020-00000466","17/12/2020"
"18/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000717",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000787",Nota de Crédito de Venta,"0000500000008","21/01/2020"
"18/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000718",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000441",Recibo de Cobranza Mostrador,"2020-00000306","18/01/2020"
"18/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000719",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,4000.0000000000,"2017-00000442",Recibo de Cobranza Mostrador,"2020-00000307","18/01/2020"
"18/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000720",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000350",Recibo de Cobranza Mostrador,"2020-00000225","18/01/2020"
"18/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000721",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,9050.0000000000,"2017-00000445",Recibo de Cobranza Mostrador,"2020-00000310","18/01/2020"
"18/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000722",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,2300.0000000000,"2017-00000443",Recibo de Cobranza Mostrador,"2020-00000308","18/01/2020"
"18/02/2020",Factura de Venta,"00006 - ART Factura Electronica","00000279",CL000170,PROVINCIA ART SA,"30-68825409-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,24457.4000000000,"2017-00000844",Recibo de Cobranza,"202000000210","14/04/2020"
"18/02/2020",Factura de Venta,"00006 - ART Factura Electronica","00000280",CL000170,PROVINCIA ART SA,"30-68825409-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,31690.5600000000,"2017-00000844",Recibo de Cobranza,"202000000210","14/04/2020"
"18/02/2020",Factura de Venta,"00006 - ART Factura Electronica","00000281",CL000194,RIO VARADERO S.A.,"30-70965249-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,4757.7200000000,"2017-00001536",Recibo de Cobranza,"202000000765","19/11/2021"
"18/02/2020",Factura de Venta,"00006 - ART Factura Electronica","00000282",CL000194,RIO VARADERO S.A.,"30-70965249-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,28189.6500000000,"2017-00001536",Recibo de Cobranza,"202000000765","19/11/2021"
"18/02/2020",Factura de Venta,"00006 - ART Factura Electronica","00000283",CL000194,RIO VARADERO S.A.,"30-70965249-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,38073.3300000000,"2017-00001536",Recibo de Cobranza,"202000000765","19/11/2021"
"18/02/2020",Factura de Venta,"00006 - ART Factura Electronica","00000284",CL000194,RIO VARADERO S.A.,"30-70965249-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,14446.2000000000,"2017-00001536",Recibo de Cobranza,"202000000765","19/11/2021"
"18/02/2020",Factura de Venta,"00006 - ART Factura Electronica","00000285",CL000194,RIO VARADERO S.A.,"30-70965249-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,98446.6000000000,"2017-00001536",Recibo de Cobranza,"202000000765","19/11/2021"
"18/02/2020",Factura de Venta,"00001 - Factura Electronica","00002701",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1524204.7600000000,"2017-00000128",Recibo de Cobranza,"202000000079","08/04/2020"
"18/02/2020",Factura de Venta,"00001 - Factura Electronica","00002702",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1406409.5600000000,"2017-00000128",Recibo de Cobranza,"202000000079","08/04/2020"
"18/02/2020",Factura de Venta,"00001 - Factura Electronica","00002703",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1051233.4500000000,"2017-00000128",Recibo de Cobranza,"202000000079","08/04/2020"
"18/02/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000843",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000266",Recibo de Cobranza Mostrador,"2020-00000143","18/02/2020"
"18/02/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000844",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,2145.0000000000,"2017-00000547",Recibo de Cobranza Mostrador,"2020-00000406","18/02/2020"
"18/02/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000845",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000548",Recibo de Cobranza Mostrador,"2020-00000407","18/02/2020"
"18/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003873",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000256",Recibo de Cobranza Mostrador,"2020-00000133","18/02/2020"
"18/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003874",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000257",Recibo de Cobranza Mostrador,"2020-00000134","18/02/2020"
"18/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003875",CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000258",Recibo de Cobranza Mostrador,"2020-00000135","18/02/2020"
"18/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003876",CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000259",Recibo de Cobranza Mostrador,"2020-00000136","18/02/2020"
"18/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003877",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000260",Recibo de Cobranza Mostrador,"2020-00000137","18/02/2020"
"18/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003878",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000261",Recibo de Cobranza Mostrador,"2020-00000138","18/02/2020"
"18/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003879",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3126.2500000000,"2017-00000262",Recibo de Cobranza Mostrador,"2020-00000139","18/02/2020"
"18/02/2021",Factura de Venta,"00001 - Factura Electronica","00003320",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,174060.4000000000,"2017-00000882",Recibo de Cobranza,"202000000412","13/04/2021"
"18/02/2021",Factura de Venta,"00001 - Factura Electronica","00003321",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,2073913.6100000000,"2017-00000882",Recibo de Cobranza,"202000000412","13/04/2021"
"18/02/2021",Factura de Venta,"00001 - Factura Electronica","00003322",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,2210396.8800000000,"2017-00000882",Recibo de Cobranza,"202000000412","13/04/2021"
"18/03/2020",Factura de Venta,"00001 - Factura Electronica","00002787",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,61730.0400000000,"2023-00001338",Recibo de Cobranza,"202000000239","08/05/2020"
"18/03/2020",Factura de Venta,"00001 - Factura Electronica","00002788",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,35498.0900000000,"2023-00001338",Recibo de Cobranza,"202000000239","08/05/2020"
"18/03/2020",Factura de Venta,"00001 - Factura Electronica","00002789",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,361955.0100000000,"2023-00001338",Recibo de Cobranza,"202000000239","08/05/2020"
"18/03/2020",Factura de Venta,"00001 - Factura Electronica","00002790",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1589435.7100000000,"2023-00001338",Recibo de Cobranza,"202000000239","08/05/2020"
"18/03/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000887",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,2145.0000000000,"2017-00000337",Recibo de Cobranza Mostrador,"2020-00000213","18/03/2020"
"18/03/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000887",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,2145.0000000000,,,,//
"18/03/2021",Factura de Venta,"00001 - Factura Electronica","00003380",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,603954.5300000000,"2017-00000901",Recibo de Cobranza,"202000000436","10/05/2021"
"18/03/2021",Factura de Venta,"00001 - Factura Electronica","00003381",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1371213.1800000000,"2017-00000901",Recibo de Cobranza,"202000000436","10/05/2021"
"18/03/2021",Factura de Venta,"00001 - Factura Electronica","00003382",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,570931.1400000000,"2017-00000901",Recibo de Cobranza,"202000000436","10/05/2021"
"18/04/2020",Factura de Venta,"00001 - Factura Electronica","00002903",CL000346,AWP FRANCE SAS SERVICE GESTION,"550041290001","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,3894.2400000000,,,,//
"18/05/2020",Factura de Venta,"00001 - Factura Electronica","00002942",CL000284,CHINA GEZHOUBA GROUP COMPANY LIMITED ELECTROINGENIERIA S.A.,"30-71432572-4","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,71500.0000000000,"2022-00000138",Recibo de Cobranza,"2022-00000056","28/05/2020"
"18/05/2020",Factura de Venta,"00001 - Factura Electronica","00002943",CL000284,CHINA GEZHOUBA GROUP COMPANY LIMITED ELECTROINGENIERIA S.A.,"30-71432572-4","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,71500.0000000000,"2022-00000138",Recibo de Cobranza,"2022-00000056","28/05/2020"
"18/05/2021",Factura de Venta,"00001 - Factura Electronica","00000079",CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,470658.9800000000,"2017-00001069",Recibo de Cobranza,"202000000559","22/06/2021"
"18/05/2021",Factura de Venta,"00001 - Factura Electronica","00003445",CL000198,CAJA DE SERVICIOS SOCIALES DE LA PROVINCIA DE SANTA CRUZ ,"30-63824739-5","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,3392808.5700000000,"2022-00000224",Recibo de Cobranza,"2022-00000112","30/03/2022"
"18/05/2021",Factura de Venta,"00001 - Factura Electronica","00003446",CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,646812.3800000000,"2023-00001333",Recibo de Cobranza,"2022-00000055","10/02/2022"
"18/05/2021",Factura de Venta,"00001 - Factura Electronica","00003447",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,194271.3600000000,"2022-00000628",Recibo de Cobranza,"2022-00000396","26/08/2022"
"18/05/2021",Factura de Venta,"00001 - Factura Electronica","00003448",CL000113,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,"30-61445509-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,129335.1600000000,,,,//
"18/05/2021",Factura de Venta,"00001 - Factura Electronica","00003449",CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,79869.4800000000,"2017-00001069",Recibo de Cobranza,"202000000559","22/06/2021"
"18/05/2021",Factura de Venta,"00001 - Factura Electronica","00003450",CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,79982.3900000000,"2017-00001089",Recibo de Cobranza,"202000000581","09/09/2021"
