"fecha_comprob","comprobante","puntoventa","numero_comprob","estado","flag","cliente","clientenombre","cuit","ctadeudorescodigo","ctadeudores","ctaventascodigo","ctaventas","total_comprob","imputacion_numero","comprob2","comprob2_nro","comprob2_estado","comprob2_flag","fecha_comprob2"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003860",C,Cerrada,CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,509365.1900000000,"2023-00001245",Recibo de Cobranza,"2023-00000593",C,,"30/03/2023"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003861",C,Cerrada,CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,203300.0600000000,"2023-00001209",Nota de Crédito de Venta,"0000100000774",C,Cerrada,"04/04/2023"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003862",C,Cerrada,CL000113,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,"30-61445509-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,108670.7000000000,,,,,,//
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003863",C,Cerrada,CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,34476.4500000000,"2023-00002685",Recibo de Cobranza,"2023-00000760",C,,"28/01/2022"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003864",C,Cerrada,CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,100859.0500000000,"2022-00000161",Recibo de Cobranza,"2022-00000077",C,,"04/03/2022"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003865",C,Cerrada,CL000108,OBRA SOCIAL DEL PERSONAL DE FARMACIA,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,7124.3500000000,,,,,,//
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003866",C,Cerrada,CL000298,SYGMA SERVICIOS INTEGRALES S.A.,"30-70728583-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,5583.1600000000,"2022-00000198",Recibo de Cobranza,"2022-00000096",C,,"25/02/2022"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003867",C,Cerrada,CL000059,OBRA SOCIAL DE EMPRESARIOS PROFESIONALES Y MONOTRIBUTISTAS,"30-58666171-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,45026.5700000000,"2022-00000204",Recibo de Cobranza,"2022-00000102",C,,"14/03/2022"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003868",C,Cerrada,CL000031,MEDIFE ASOCIACION CIVIL,"30-68273765-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,55894.7700000000,"2022-00000200",Recibo de Cobranza,"2022-00000098",C,,"18/03/2022"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003869",C,Cerrada,CL000267,ASOCIACION MUTUAL SANCOR SALUD,"30-59035479-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,59531.3600000000,"2022-00000119",Recibo de Cobranza,"2022-00000052",C,,"14/02/2022"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003870",C,Cerrada,CL000093,OBRA SOCIAL DE YACIMIENTOS CARBONIFEROS,"30-67858150-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,95142.6100000000,"2022-00000182",Recibo de Cobranza,"2022-00000086",C,,"09/03/2022"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003871",C,Cerrada,CL000150,OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA REPUBLICA ARGENTINA,"30-54733941-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,20918.7100000000,"2022-00000288",Recibo de Cobranza,"2022-00000168",C,,"26/04/2022"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003872",C,Cerrada,CL000050,OBRA SOCIAL DE CONDUCTORES CAMIONEROS Y PERSONAL DEL TRANSPORTE AUTOMOTOR DE CARGAS,"30-66150769-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,19183.3600000000,"2022-00000058",Recibo de Cobranza,"2022-00000027",C,,"24/01/2022"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003873",C,Cerrada,CL000178,SWISS MEDICAL,"30-65485516-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,52287.2800000000,"2022-00000167",Recibo de Cobranza,"2022-00000074",C,,"02/03/2022"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003874",C,Cerrada,CL000380,SUPERINTENDENCIA DE BIENESTAR POLICIA FEDERAL ARGENTINA,"30-54666267-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,30801.4100000000,"2022-00000338",Recibo de Cobranza,"2022-00000191",C,,"29/03/2022"
"16/12/2021",Factura de Venta,"00001 - Factura Electronica","00003875",C,Cerrada,CL000212,GALENO ARGENTINA SA,"30-52242816-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,17893.9100000000,"2022-00000228",Recibo de Cobranza,"2022-00000116",C,,"01/04/2022"
"17/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000714",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,6100.0000000000,"2017-00000440",Recibo de Cobranza Mostrador,"2020-00000305",C,,"17/01/2020"
"17/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000715",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,8195.0000000000,"2017-00000439",Recibo de Cobranza Mostrador,"2020-00000304",C,,"17/01/2020"
"17/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000716",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000191",Recibo de Cobranza Mostrador,"2020-00000067",C,,"17/01/2020"
"17/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003792",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000175",Recibo de Cobranza Mostrador,"2020-00000052",C,,"17/01/2020"
"17/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003793",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000318",Recibo de Cobranza Mostrador,"2020-00000195",C,,"17/01/2020"
"17/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003794",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000176",Recibo de Cobranza Mostrador,"2020-00000053",C,,"17/01/2020"
"17/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003795",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000177",Recibo de Cobranza Mostrador,"2020-00000054",C,,"17/01/2020"
"17/02/2020",Factura de Venta,"00001 - Factura Electronica","00002631",C,Cerrada,CL000198,CAJA DE SERVICIOS SOCIALES DE LA PROVINCIA DE SANTA CRUZ ,"30-63824739-5","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1111258.0200000000,"2017-00000702",Recibo de Cobranza,"202000000305",C,,"30/11/2020"
"17/02/2020",Factura de Venta,"00001 - Factura Electronica","00002651",C,Cerrada,CL000191,CORTE SUPREMA DE JUSTICIA OBRA SOCIAL DEL PODER JUDICIAL,"30-63619685-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1933.9200000000,"2017-00000127",Recibo de Cobranza,"202000000078",C,,"07/04/2020"
"17/02/2020",Factura de Venta,"00001 - Factura Electronica","00002657",C,Cerrada,CL000051,OBRA SOCIAL DE CONDUCTORES DE TRANSPORTE COLECTIVO DE PASAJEROS,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,2032.0100000000,"2017-00000681",Recibo de Cobranza,"202000000278",C,,"10/09/2020"
"17/02/2020",Factura de Venta,"00001 - Factura Electronica","00002697",C,Cerrada,CL000197,LONDON SUPPLY SACIFI,"30-53889256-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,11300.0000000000,"2017-00000780",Recibo de Cobranza,"202000000339",C,,"20/02/2020"
"17/02/2020",Factura de Venta,"00001 - Factura Electronica","00002698",C,Cerrada,CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,226284.2600000000,"2017-00000730",Recibo de Cobranza,"202000000312",C,,"28/12/2020"
"17/02/2020",Factura de Venta,"00001 - Factura Electronica","00002699",C,Cerrada,CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,176133.1900000000,"2017-00001045",Recibo de Cobranza,"202000000534",C,,"27/07/2021"
"17/02/2020",Factura de Venta,"00001 - Factura Electronica","00002700",C,Cerrada,CL000113,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,"30-61445509-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,256192.4100000000,,,,,,//
"17/02/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000841",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,2575.0000000000,"2017-00000546",Recibo de Cobranza Mostrador,"2020-00000405",C,,"17/02/2020"
"17/02/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000842",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,2100.0000000000,"2017-00000559",Recibo de Cobranza Mostrador,"2020-00000418",C,,"17/02/2020"
"17/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003870",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000253",Recibo de Cobranza Mostrador,"2020-00000130",C,,"17/02/2020"
"17/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003871",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000254",Recibo de Cobranza Mostrador,"2020-00000131",C,,"17/02/2020"
"17/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003872",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000255",Recibo de Cobranza Mostrador,"2020-00000132",C,,"17/02/2020"
"17/02/2021",Factura de Venta,"00001 - Factura Electronica","00000069",C,Cerrada,CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,293707.4100000000,"2017-00000849",Recibo de Cobranza,"202000000370",C,,"03/03/2021"
"17/02/2021",Factura de Venta,"00001 - Factura Electronica","00003310",C,Cerrada,CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,470716.7000000000,"2023-00001333",Recibo de Cobranza,"2022-00000055",C,,"10/02/2022"
"17/02/2021",Factura de Venta,"00001 - Factura Electronica","00003311",C,Cerrada,CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,253647.1700000000,"2023-00001333",Recibo de Cobranza,"2022-00000055",C,,"10/02/2022"
"17/02/2021",Factura de Venta,"00001 - Factura Electronica","00003312",C,Cerrada,CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1017240.3100000000,"2023-00001333",Recibo de Cobranza,"2022-00000055",C,,"10/02/2022"
"17/02/2021",Factura de Venta,"00001 - Factura Electronica","00003313",C,Cerrada,CL000113,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,"30-61445509-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,288402.5500000000,"2023-00002437",Nota de Crédito de Venta,"0000100000662",C,Cerrada,"25/02/2022"
"17/02/2021",Factura de Venta,"00001 - Factura Electronica","00003314",C,Cerrada,CL000081,OBRA SOCIAL DE PETROLEROS,"30-66187671-5
","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,130328.5200000000,"2017-00001542",Recibo de Cobranza,"202000000418",C,,"28/04/2021"
"17/02/2021",Factura de Venta,"00001 - Factura Electronica","00003315",C,Cerrada,CL000267,ASOCIACION MUTUAL SANCOR SALUD,"30-59035479-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,92250.0100000000,"2017-00000871",Recibo de Cobranza,"202000000395",C,,"19/04/2021"
"17/02/2021",Factura de Venta,"00001 - Factura Electronica","00003316",C,Cerrada,CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,86699.1000000000,"2017-00000849",Recibo de Cobranza,"202000000370",C,,"03/03/2021"
"17/02/2021",Factura de Venta,"00001 - Factura Electronica","00003317",C,Cerrada,CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,238917.9900000000,"2017-00001042",Recibo de Cobranza,"202000000531",C,,"27/07/2021"
"17/02/2021",Factura de Venta,"00001 - Factura Electronica","00003318",C,Cerrada,CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,164520.8800000000,"2017-00001036",Recibo de Cobranza,"202000000525",C,,"27/07/2021"
"17/02/2021",Factura de Venta,"00001 - Factura Electronica","00003319",C,Cerrada,CL000380,SUPERINTENDENCIA DE BIENESTAR POLICIA FEDERAL ARGENTINA,"30-54666267-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,264190.2400000000,"2022-00000114",Recibo de Cobranza,"2022-00000047",C,,"08/02/2022"
"17/03/2020",Factura de Venta,"00001 - Factura Electronica","00002781",C,Cerrada,CL000197,LONDON SUPPLY SACIFI,"30-53889256-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,6450.0000000000,"2023-00001189",Recibo de Cobranza,"2023-00000585",C,,"18/03/2020"
"17/03/2020",Factura de Venta,"00001 - Factura Electronica","00002782",C,Cerrada,CL000308,MDABROAD US&UK MEDICAL ABROAD LLC,"550021260006","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.6200000000,,,,,,//
"17/03/2020",Factura de Venta,"00001 - Factura Electronica","00002783",C,Cerrada,CL000308,MDABROAD US&UK MEDICAL ABROAD LLC,"550021260006","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.6200000000,,,,,,//
"17/03/2020",Factura de Venta,"00001 - Factura Electronica","00002784",C,Cerrada,CL000308,MDABROAD US&UK MEDICAL ABROAD LLC,"550021260006","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.6200000000,,,,,,//
"17/03/2020",Factura de Venta,"00001 - Factura Electronica","00002785",C,Cerrada,CL000308,MDABROAD US&UK MEDICAL ABROAD LLC,"550021260006","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.6200000000,,,,,,//
"17/03/2020",Factura de Venta,"00001 - Factura Electronica","00002786",C,Cerrada,CL000308,MDABROAD US&UK MEDICAL ABROAD LLC,"550021260006","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,19.6200000000,,,,,,//
"17/03/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000011",N,Anulada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,60.0000000000,,,,,,//
"17/03/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000886",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,2100.0000000000,"2023-00002395",Recibo de Cobranza Mostrador,"2023-00001341",C,,"17/03/2020"
"17/03/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003949",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1035.0000000000,"2017-00000335",Recibo de Cobranza Mostrador,"2020-00000211",C,,"17/03/2020"
"17/03/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003950",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000336",Recibo de Cobranza Mostrador,"2020-00000212",C,,"17/03/2020"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00000074",C,Cerrada,CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,343871.3200000000,"2017-00000884",Recibo de Cobranza,"202000000415",C,,"23/04/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003354",C,Cerrada,CL000198,CAJA DE SERVICIOS SOCIALES DE LA PROVINCIA DE SANTA CRUZ ,"30-63824739-5","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,2357848.5100000000,"2022-00000125",Crédito Reimputacion Clientes S/Ident,"4",C,,"24/02/2022"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003355",C,Cerrada,CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,309392.4100000000,"2023-00001333",Recibo de Cobranza,"2022-00000055",C,,"10/02/2022"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003356",C,Cerrada,CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,141474.0400000000,"2022-00000627",Recibo de Cobranza,"2022-00000395",C,,"22/07/2022"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003356",C,Cerrada,CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,141474.0400000000,"2022-00000581",Nota de Crédito de Venta,"0000100000731",C,Cerrada,"26/07/2022"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003357",C,Cerrada,CL000113,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,"30-61445509-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,50785.2400000000,,,,,,//
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003358",C,Cerrada,CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,34597.7400000000,"2017-00000884",Recibo de Cobranza,"202000000415",C,,"23/04/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003359",C,Cerrada,CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,97800.9200000000,"2017-00001047",Recibo de Cobranza,"202000000536",C,,"29/07/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003360",C,Cerrada,CL000137,OBRA SOCIAL DEL PERSONAL DE TELEVISION,"30-51674838-5","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,17255.3600000000,"2017-00001019",Recibo de Cobranza,"202000000510",C,,"24/06/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003361",C,Cerrada,CL000081,OBRA SOCIAL DE PETROLEROS,"30-66187671-5
","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,13983.4300000000,"2017-00000885",Recibo de Cobranza,"202000000416",C,,"26/04/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003362",C,Cerrada,CL000097,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,6885.9200000000,"2017-00001254",Recibo de Cobranza,"202000000656",C,,"05/04/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003363",C,Cerrada,CL000063,OBRA SOCIAL DE LA ACTIVIDAD DE SEGUROS  REASEGUROS  CAPITALIZACION Y AHORRO Y PRESTAMO PARA LA VIVIE,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,6909.9300000000,"2017-00000903",Recibo de Cobranza,"202000000438",C,,"12/05/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003364",C,Cerrada,CL000176,SOCIEDAD ITALIANA DE BENEFICIENCIA EN BUENOS AIRES,XX,"01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,3896.6100000000,,,,,,//
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003365",C,Cerrada,CL000298,SYGMA SERVICIOS INTEGRALES S.A.,"30-70728583-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,14060.7500000000,"2017-00001088",Recibo de Cobranza,"202000000580",C,,"27/07/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003366",C,Cerrada,CL000059,OBRA SOCIAL DE EMPRESARIOS PROFESIONALES Y MONOTRIBUTISTAS,"30-58666171-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,28452.3300000000,"2017-00001441",Recibo de Cobranza,"202000000708",C,,"17/11/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003367",C,Cerrada,CL000031,MEDIFE ASOCIACION CIVIL,"30-68273765-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,39303.9600000000,"2023-00001152",Recibo de Cobranza,"2023-00000542",C,,"13/02/2023"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003367",C,Cerrada,CL000031,MEDIFE ASOCIACION CIVIL,"30-68273765-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,39303.9600000000,"2023-00001068",Nota de Crédito de Venta,"0000100000755",C,Cerrada,"08/02/2023"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003368",C,Cerrada,CL000267,ASOCIACION MUTUAL SANCOR SALUD,"30-59035479-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,31428.1100000000,"2017-00000904",Recibo de Cobranza,"202000000439",C,,"17/05/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003369",C,Cerrada,CL000093,OBRA SOCIAL DE YACIMIENTOS CARBONIFEROS,"30-67858150-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,13499.1300000000,"2023-00002595",Recibo de Cobranza,"2023-00000705",C,,"31/05/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003370",C,Cerrada,CL000150,OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA REPUBLICA ARGENTINA,"30-54733941-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,8645.0700000000,"2017-00000923",Recibo de Cobranza,"202000000494",C,,"17/06/2021"
"17/03/2021",Factura de Venta,"00001 - Factura Electronica","00003371",C,Cerrada,CL000050,OBRA SOCIAL DE CONDUCTORES CAMIONEROS Y PERSONAL DEL TRANSPORTE AUTOMOTOR DE CARGAS,"30-66150769-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,18867.3100000000,"2017-00001067",Recibo de Cobranza,"202000000557",C,,"22/06/2021"
